date,year,month,quarter,supplier_id,company_name,company_size,industry,location,delivery_reliability,cost_efficiency,defect_rate,quality_score,on_time_delivery_rate,order_volume,response_time_hours,customer_satisfaction,overall_score,performance_category,defect_cost_impact,efficiency_ratio,cluster,cluster_name
2023-02-01,2023,2,Q1,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.76617435847073,60.39402721116248,3.1600093398282763,92.91614028264996,46.90284961656641,88.0,18.808389959228432,7.973080908429538,69.15,Fair,13904.04,1.538,1,Cost Efficient
2023-03-01,2023,3,Q1,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.66994385743383,60.86951500297384,2.3029125018863588,92.90378690532528,49.26314851995165,99.0,16.784462654943127,6.9836475003833005,69.95,Fair,11399.42,1.526,1,Cost Efficient
2023-04-01,2023,4,Q2,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.60258291998067,60.81139261857941,0.8431076918773518,93.01032202190896,46.3877410097824,104.0,16.546665693733956,7.504201799126834,73.38,Fair,4384.16,1.529,1,Cost Efficient
2023-05-01,2023,5,Q2,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.47134530990619,60.71914093344509,1.4299305658158863,93.43209029791365,49.76798625042826,83.0,21.71945064528068,7.2663524944717155,72.03,Fair,5934.21,1.539,1,Cost Efficient
2023-06-01,2023,6,Q2,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.10001571897835,61.04479786498316,3.151707598333961,93.33582442208032,47.50436970549604,100.0,15.48712423034951,6.619940440063098,67.88,Fair,15758.54,1.529,1,Cost Efficient
2023-07-01,2023,7,Q3,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,47.92859961369994,60.28132044431127,1.567749799574678,93.69699953791132,49.93103554212132,106.0,21.174468765856407,7.23097393199481,71.56,Fair,8309.07,1.554,1,Cost Efficient
2023-08-01,2023,8,Q3,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,47.83689671426719,60.66533772449678,1.1976216576779883,93.73409845795226,47.28275497858673,115.0,19.09350097683154,7.867565108796806,73.0,Fair,6886.32,1.545,1,Cost Efficient
2023-09-01,2023,9,Q3,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,47.92186898788899,60.87075182289636,0.1,93.66680438398,46.178604513003336,87.0,20.848980723194977,8.37806364135023,75.75,Good,435.0,1.539,1,Cost Efficient
2023-10-01,2023,10,Q4,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,47.668719737998224,60.75160290355473,0.9420259524645904,93.8042196574623,49.56452963590408,148.3578763810252,19.471780516491474,7.553108788658688,73.19,Fair,5652.16,1.544,1,Cost Efficient
2023-11-01,2023,11,Q4,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.06719551493901,60.63962228297176,1.8945603039615333,93.8725276521788,48.768660214253,125.02136591258945,16.56632571938301,6.661547200504788,70.49,Fair,9283.35,1.548,1,Cost Efficient
2023-12-01,2023,12,Q4,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.5546574665845,60.81067819307849,1.7040752840594553,93.90088233138248,50.06478553662377,96.22885201269168,17.024304477748164,6.706194173909871,71.07,Fair,7412.73,1.544,1,Cost Efficient
2024-01-01,2024,1,Q1,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.44712911306825,60.75555935570488,0.7959803112887501,93.72647168289544,48.13202465584506,83.0,18.66673833697577,7.341648630031595,73.44,Fair,3303.32,1.543,1,Cost Efficient
2024-02-01,2024,2,Q1,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.32884870595053,61.1123915247571,1.8157795139166624,93.97824985028278,49.197201487557095,107.0,18.76812545411209,7.486887337956154,71.65,Fair,9714.42,1.538,1,Cost Efficient
2024-03-01,2024,3,Q1,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.1404242211346,60.71166057202738,1.3752213397284585,94.11713994097228,46.97563726273796,82.0,16.30961563495965,7.902472770881075,72.86,Fair,5638.41,1.55,1,Cost Efficient
2024-04-01,2024,4,Q2,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,47.97179567863839,60.89486643143041,3.4306898462627164,94.17636217489432,47.950071953501045,118.0,18.51368861188469,7.428174712543285,68.28,Fair,20241.07,1.547,1,Cost Efficient
2024-05-01,2024,5,Q2,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.22464424583537,60.83289310146783,1.9074488120973827,94.38754017846831,49.29486469578001,111.0,17.7811108786994,6.702450405753357,70.71,Fair,10586.34,1.552,1,Cost Efficient
2024-06-01,2024,6,Q2,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.644035499365465,60.65171688634158,2.137557936269922,94.21440451255552,48.44200519472098,81.0,16.429340318782575,7.2334828948704,70.8,Fair,8657.11,1.553,1,Cost Efficient
2024-07-01,2024,7,Q3,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.62771096803613,60.73408228436725,0.1,94.41245321671622,50.08601373461728,116.0,17.44189563574022,8.073367035691378,75.78,Good,580.0,1.555,1,Cost Efficient
2024-08-01,2024,8,Q3,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.475287620724266,60.73326204309452,2.7018360194499462,94.51130034456652,50.45129039132527,85.0,14.172394732081816,7.147997707459222,69.64,Fair,11482.8,1.556,1,Cost Efficient
2024-09-01,2024,9,Q3,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.80826534311248,60.9785972480151,0.869073524926689,94.4534506288998,48.86599459119576,117.0,18.15097009050364,7.232342331232479,73.51,Fair,5084.08,1.549,1,Cost Efficient
2024-10-01,2024,10,Q4,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,49.02222964739081,60.85008430771275,1.4339680273620714,94.86343370450926,50.93807669058912,104.49682953652236,17.729908983780504,7.1594327800424615,72.43,Fair,5879.27,1.559,1,Cost Efficient
2024-11-01,2024,11,Q4,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.82988932195731,60.85693357177932,0.530369686929542,94.71861222711028,50.94888254459406,106.60066763464008,16.84874555743658,7.207746264048397,74.21,Fair,2280.59,1.556,1,Cost Efficient
2024-12-01,2024,12,Q4,SUP_012,Ramirez-Lewis,Small,Food & Beverage,South America,48.874606342613255,60.92514739556505,1.736391077201623,94.8888436096241,49.24483189386078,129.2932238949198,18.81927427769047,7.473435921140273,72.13,Fair,9897.43,1.557,1,Cost Efficient
2015-01-01,2015,1,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,58.719005288630434,68.07649214352043,1.8482016009409403,81.53226606143816,56.01283572999829,91.0,15.875681890149911,7.225001165400586,72.21,Fair,8409.32,1.198,1,Cost Efficient
2015-02-01,2015,2,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,58.64022298180071,68.8774141415671,1.4151380113790832,81.43724977517778,57.3137693594884,102.0,15.851913633461493,7.040474757002989,73.01,Fair,7217.2,1.182,1,Cost Efficient
2015-03-01,2015,3,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,58.482401849957576,69.33403081650592,3.44144371379002,81.5862391615461,61.10384355647448,84.0,14.217425623716377,6.390719110296085,68.39,Fair,14454.06,1.177,1,Cost Efficient
2015-04-01,2015,4,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.424726352115336,69.75387356762347,2.650817060835044,81.48823860807845,56.80732944517666,102.0,17.411212164377496,7.842553417760282,71.72,Fair,13519.17,1.168,1,Cost Efficient
2015-05-01,2015,5,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.38759776535314,70.41413259363692,0.6622380115781774,81.17190621121878,59.67004214073482,109.0,16.75024023079792,7.953231177758901,76.1,Good,3609.2,1.153,1,Needs Improvement
2015-06-01,2015,6,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.978672259066414,71.05572822689653,0.8825650753208208,81.4511973232141,58.90032113804592,106.0,17.48514620632154,8.661988446745983,76.72,Good,4677.59,1.146,1,Needs Improvement
2015-07-01,2015,7,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.397946088841344,71.74360551706295,1.828336211034219,81.25775348685892,64.25186460870053,102.0,20.06205019601345,7.676827229257189,74.03,Fair,9324.51,1.133,1,Needs Improvement
2015-08-01,2015,8,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.23251671035191,70.98273507985817,2.92208682190074,81.45058076546377,59.53065182592361,97.0,16.782344741559346,6.809131310129948,70.83,Fair,14172.12,1.147,1,Cost Efficient
2015-09-01,2015,9,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.89094888386978,70.46781112743167,2.16965465043177,81.4741391716202,59.11223823974843,102.0,20.568752614037265,7.25002584360412,72.6,Fair,11065.24,1.156,1,Cost Efficient
2015-10-01,2015,10,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.94738477293629,70.69675823023287,2.9502275271797203,81.23554194540293,62.44517485963754,99.46225721562472,16.485091562502344,7.66834662659391,71.45,Fair,13276.02,1.149,1,Cost Efficient
2015-11-01,2015,11,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.35623852287552,71.56323350598186,1.620397078394405,81.26201270280326,60.63144802825658,130.17434066563976,13.119954227554963,8.127014304165968,74.85,Fair,9155.24,1.136,1,Needs Improvement
2015-12-01,2015,12,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,62.07768737051345,72.11478221418554,2.5850181670939025,80.96541402240197,62.23680436863503,136.01439521064674,17.975129993091052,7.499638775524621,72.51,Fair,13700.6,1.123,1,Cost Efficient
2016-01-01,2016,1,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.1101812686311,71.3654167630639,0.722977960151257,81.55158081415838,58.79681023128932,90.0,16.983705626091627,7.451506000619895,75.94,Good,3253.4,1.143,1,Cost Efficient
2016-02-01,2016,2,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.12586039930765,70.91798897343384,1.228043803833298,81.09038777060967,58.53652810112926,110.0,16.907015954424438,7.116784538266952,74.4,Fair,6754.24,1.143,1,Cost Efficient
2016-03-01,2016,3,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.59851709711701,70.90449250540367,3.2743069539868417,81.01575178322176,61.48016818963112,117.0,18.085314059979687,6.273598004043898,69.31,Fair,19154.7,1.143,1,Cost Efficient
2016-04-01,2016,4,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.27796746685767,69.89671648441579,1.6097558564784749,81.68924116079567,62.404192875217134,106.0,16.820616128385065,7.096008320197599,73.35,Fair,8531.71,1.169,1,Cost Efficient
2016-05-01,2016,5,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.38154478214477,70.1022464372302,0.5172705053262517,81.06355162827967,59.402768550276285,120.0,16.342235300588772,7.849519684398937,76.2,Good,3103.62,1.156,1,Needs Improvement
2016-06-01,2016,6,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.068207038788174,70.53737441753155,1.5598843722269722,81.0076836985836,59.32933102538468,100.0,18.70146130530625,7.419435578499876,73.68,Fair,7799.42,1.148,1,Cost Efficient
2016-07-01,2016,7,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.57535823318947,71.08376828938646,2.634691478232976,81.13365097575772,63.0442626606614,81.0,16.483048884333122,6.472566093109863,70.85,Fair,10670.5,1.141,1,Cost Efficient
2016-08-01,2016,8,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.43448696669967,70.16616383910171,2.628839054616685,81.00444193263837,64.28861150366153,98.0,17.073750411562333,7.078766885367281,71.46,Fair,12881.31,1.154,1,Cost Efficient
2016-09-01,2016,9,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.76476730736577,71.12709213662973,2.115888674080475,81.61246335440781,61.27826626862517,97.0,15.901182451511309,7.230670295261302,72.82,Fair,10262.06,1.147,1,Cost Efficient
2016-10-01,2016,10,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.543508080462274,72.06875406818533,2.49161415507669,81.43416396229814,59.866516633788265,119.66177901078557,16.530721948764473,7.880254709114668,72.81,Fair,12084.33,1.13,1,Needs Improvement
2016-11-01,2016,11,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.848177460944655,71.73024259217132,2.206489332952704,81.57942880312521,62.98654302212708,152.7833646819431,13.844131811558992,8.411200231757244,73.95,Fair,13128.61,1.137,1,Needs Improvement
2016-12-01,2016,12,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.436831807016304,70.91663321497018,0.6525482995109841,81.6690277667493,61.547448187730495,110.59840455439324,17.24238346292878,7.92336981004673,76.33,Good,3034.35,1.152,1,Needs Improvement
2017-01-01,2017,1,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.72467672101994,71.2844782012091,0.8020447065592451,82.2692959284877,61.52464039602642,109.0,18.11272389968144,7.971559052901743,76.37,Good,4371.14,1.154,1,Needs Improvement
2017-02-01,2017,2,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.52418056986715,70.46809537085446,3.5537896365912824,82.18188756585197,58.11231532622393,99.0,13.057101102536231,6.660646835020864,69.32,Fair,17591.26,1.166,1,Cost Efficient
2017-03-01,2017,3,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.13847224380699,70.63590972714636,1.5553879730242717,82.13114021247539,59.08536704824218,100.0,14.757361541331502,7.914872993497569,74.5,Fair,7776.94,1.163,1,Needs Improvement
2017-04-01,2017,4,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.63498423221407,71.38516502855516,1.581428864965667,82.51894491400655,61.2677798710864,92.0,17.10886501300502,6.760203767878075,73.66,Fair,7274.57,1.156,1,Cost Efficient
2017-05-01,2017,5,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.75274923194775,71.76824194115673,1.162415918192345,81.91846364326945,58.78920325217487,97.0,16.289497413240877,7.3432294352221215,74.79,Fair,5637.72,1.141,1,Cost Efficient
2017-06-01,2017,6,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.94144468957045,72.07537193848162,2.6571437347000963,81.9071372193422,60.536665567158224,87.0,20.22435530385703,7.601986383412521,72.16,Fair,11558.58,1.136,1,Cost Efficient
2017-07-01,2017,7,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.52831074725601,71.62207849310553,2.1477325708452284,81.36355273423548,61.25372638383181,86.0,17.03672387337903,6.544399242524058,71.8,Fair,9235.25,1.136,1,Cost Efficient
2017-08-01,2017,8,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.95350947013693,71.47333952811577,2.184670328968914,81.11723867973248,59.73640255870601,86.0,15.931601379287558,7.324277857252411,72.52,Fair,9394.08,1.135,1,Cost Efficient
2017-09-01,2017,9,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.50250181358734,71.04767841948025,1.6540758606423909,81.1228235458987,58.90672998217179,116.0,21.02464439569017,7.40757571095934,73.72,Fair,9593.64,1.142,1,Cost Efficient
2017-10-01,2017,10,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.66688855420757,70.45639108906217,1.5261576166709332,80.92741146401015,62.228440056063725,118.43393855232844,15.95541025069216,6.930606876064029,73.62,Fair,7020.33,1.149,1,Cost Efficient
2017-11-01,2017,11,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,62.56717875744195,70.48536501287064,1.451536865185559,80.78348551182943,62.1273365402185,131.18511593979014,17.77746547042765,6.7441297551708725,73.78,Fair,7983.45,1.146,1,Cost Efficient
2017-12-01,2017,12,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,62.1414012147729,70.88192332748415,1.0446626342225036,81.13348896688396,62.992387781211626,126.63445488208704,17.122386589804698,7.858243136528067,75.76,Good,5797.88,1.145,1,Needs Improvement
2018-01-01,2018,1,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,43.033394622117385,70.76553787568463,0.4216142926249731,81.34619272611359,35.04673738612598,107.0,18.365527640265096,8.090340441583198,77.11,Good,2255.64,1.15,1,Cost Efficient
2018-02-01,2018,2,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.283272221106415,70.12849367572196,0.7853110190251574,80.79159902105499,62.849054119024856,79.0,16.748947275769325,7.852434612864696,75.83,Good,3101.98,1.152,1,Needs Improvement
2018-03-01,2018,3,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.209503007322255,70.08265582678563,1.6589453717307123,81.35451473644224,62.36231261546223,94.0,16.625676623925113,7.280069759567965,73.37,Fair,7797.04,1.161,1,Cost Efficient
2018-04-01,2018,4,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.82605698141207,70.05321529835987,1.920218049314225,81.68316129031824,61.35936845330392,96.0,15.06347357556762,7.240685950182993,72.79,Fair,9217.05,1.166,1,Cost Efficient
2018-05-01,2018,5,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.00051355821947,71.46820853010576,2.0048624797377124,81.55470918673696,57.43988066683599,104.0,20.19297993136811,8.746777724291649,74.42,Fair,10425.28,1.141,1,Needs Improvement
2018-06-01,2018,6,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.17042994437934,71.32632692207756,1.233050228619416,81.69205956169084,57.2677477292797,90.0,18.58490457698609,6.722773622597012,73.99,Fair,5548.73,1.145,1,Cost Efficient
2018-07-01,2018,7,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.09526114583485,69.82963768303127,2.320173176357792,81.3150393036727,57.3639569938681,117.0,19.403558623597,7.418855338523006,72.1,Fair,13573.01,1.164,1,Cost Efficient
2018-08-01,2018,8,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.37021830921579,69.54746492767183,1.4280342243280513,80.74048839232455,61.74667175768928,92.0,19.339693150437324,7.844710720460103,73.93,Fair,6568.96,1.161,1,Cost Efficient
2018-09-01,2018,9,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.99596653626168,70.06371580499696,1.9840518574856263,81.45724764370289,61.36726561511201,94.0,14.33850796231696,7.721074038382254,73.13,Fair,9325.04,1.163,1,Cost Efficient
2018-10-01,2018,10,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.80972827635149,71.20675376254822,1.2893604669789889,81.221055987856,61.410062230770826,110.76731189801518,13.516909300293165,7.847408185288694,75.02,Good,6317.87,1.141,1,Needs Improvement
2018-11-01,2018,11,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.49610220087713,70.9497970809006,1.6247139382481195,81.53952104748036,62.69887478767185,141.56509752416397,14.834305803104916,8.237394268047566,74.94,Fair,8854.69,1.149,1,Needs Improvement
2018-12-01,2018,12,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.75113697747595,71.26850165191414,0.3061888225794789,81.38468166855695,63.41077489570257,133.01206868162024,18.940713607358266,7.531790123684804,76.71,Good,1745.28,1.142,1,Needs Improvement
2019-01-01,2019,1,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.121601834575,70.6814834352309,2.6482267413760616,81.71260578519784,58.13532896112576,106.0,14.147382661238646,7.158312987629942,71.46,Fair,14035.6,1.156,1,Cost Efficient
2019-02-01,2019,2,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.72243230144891,70.81469698053499,0.2611075757275579,81.93538343266991,58.99374765448663,111.0,15.113267598419515,6.763262939125199,75.82,Good,1449.15,1.157,1,Cost Efficient
2019-03-01,2019,3,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,58.9308905972752,69.93024899321989,1.5469794417183842,82.07193931567424,61.6786980761425,100.0,13.488207085024364,6.920053355298397,73.06,Fair,7734.9,1.174,1,Cost Efficient
2019-04-01,2019,4,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.487653291882346,69.88031541115018,1.0653614949915535,81.6778953721839,61.78647069992876,92.0,18.293184475365155,8.234164942940616,75.37,Good,4900.66,1.169,1,Needs Improvement
2019-05-01,2019,5,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.2328942332982,70.72232972483145,0.5040150795850892,81.5434619125057,57.544143293734834,85.0,16.39180919762142,8.097511366226989,76.43,Good,2142.06,1.153,1,Needs Improvement
2019-06-01,2019,6,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,59.68319835673808,70.81891767649098,2.232845928351944,82.28841927664153,62.21735287011873,109.0,17.779227717208123,7.514783295947629,72.71,Fair,12169.01,1.162,1,Cost Efficient
2019-07-01,2019,7,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.00471539875851,70.25456516168212,3.2098602651958785,82.64051430907624,58.61626645321445,117.0,18.113977124913287,7.803665641457116,71.35,Fair,18777.68,1.176,1,Cost Efficient
2019-08-01,2019,8,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.30138385361176,70.8392667858018,1.5967249306643074,82.19761602812429,59.59369377791101,103.0,19.85729846089413,7.278944251998302,73.88,Fair,8223.13,1.16,1,Cost Efficient
2019-09-01,2019,9,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.51634216199076,70.89812801664387,0.6408143775917914,82.22461490922221,61.46125318119355,83.0,15.964095285466868,7.116090059832633,75.95,Good,2659.38,1.16,1,Cost Efficient
2019-10-01,2019,10,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.38149843137565,71.20041479376425,3.6241935407616994,82.18050430365851,62.163778681282096,90.56084840508142,18.273161858517213,7.477510364336346,70.36,Fair,14496.77,1.154,1,Cost Efficient
2019-11-01,2019,11,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.92060429718956,71.32151001467017,2.4670189159681977,82.02977427332485,64.99509897123639,102.456396814568,14.724894589891536,7.030676584119885,72.35,Fair,11471.64,1.15,1,Cost Efficient
2019-12-01,2019,12,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.92776899223024,71.61748778856554,0.8504758135480228,82.05600278023726,61.958490856454205,126.12541655034578,20.71051764578052,7.891689170156508,76.51,Good,4635.09,1.146,1,Needs Improvement
2020-01-01,2020,1,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.12827020899734,70.94159582074536,1.3028198617868836,82.28393700671128,58.336820975276886,93.0,19.12676210209898,7.279684157617523,74.72,Fair,6058.11,1.16,1,Cost Efficient
2020-02-01,2020,2,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.47847600084268,70.48453778820455,1.0274430686711158,82.6849117810375,61.24623728250236,104.0,15.727886902721192,8.254149090178627,76.09,Good,5342.7,1.173,1,Needs Improvement
2020-03-01,2020,3,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.03698606822054,71.37489999510174,3.546950636110551,82.7226906351874,59.21310413306679,100.0,17.426880763188542,6.023312564723331,69.14,Fair,17734.75,1.159,1,Cost Efficient
2020-04-01,2020,4,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.10033660622103,71.0003194033698,0.1292714668032418,82.6509193228473,62.80750959526837,103.0,16.08510800275079,8.374766989512182,78.0,Good,665.75,1.164,1,Needs Improvement
2020-05-01,2020,5,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.40512818365218,70.88639992063206,3.705050324337559,82.63283069831797,60.80776507482939,91.0,17.339737743705026,6.500927946773048,69.03,Fair,16857.98,1.166,1,Cost Efficient
2020-06-01,2020,6,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.12810997743987,71.02116384992658,1.3319014431242744,82.33210908161413,57.57928574402264,94.0,17.687869737198728,8.015732103108585,75.17,Good,6259.94,1.159,1,Needs Improvement
2020-07-01,2020,7,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.62624876866799,70.37343535097608,0.9319077696190234,81.98363104042136,63.33694840404656,93.0,15.88315010317604,7.131148231442373,74.99,Fair,4333.37,1.165,1,Cost Efficient
2020-08-01,2020,8,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.798314290058215,70.23283327134325,2.4577558710043808,81.84131540870187,57.79447323555589,87.0,14.234927168538643,7.578120492086503,72.37,Fair,10691.24,1.165,1,Cost Efficient
2020-09-01,2020,9,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.02455233022478,70.48878814729485,1.6364422606002456,81.46691689267914,61.55780680845225,92.0,14.179788548798308,8.35501628948265,74.8,Fair,7527.63,1.156,1,Needs Improvement
2020-10-01,2020,10,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.33341708881584,70.66871997250169,2.6429007640302955,81.87314951906183,61.09543475179242,107.33715121252266,16.03520848847977,7.488108157955726,71.89,Fair,11100.18,1.159,1,Cost Efficient
2020-11-01,2020,11,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.30791169638479,71.46042300853745,2.864798193459421,81.49757710412905,61.61983109192758,112.2325733645978,15.538311083367075,7.415121828370809,71.43,Fair,13321.31,1.14,1,Cost Efficient
2020-12-01,2020,12,Q4,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.98725482125256,71.35108559959652,3.1619461510795883,81.88754243254813,58.42455236144043,141.04600618507396,19.868280022978706,7.386791214518835,71.05,Fair,18181.19,1.148,1,Cost Efficient
2021-01-01,2021,1,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.73740306042296,71.54046997992927,1.2549250233711364,81.92017337552107,60.69649298236315,115.0,14.979794513090203,7.127322544784753,74.59,Fair,7215.82,1.145,1,Cost Efficient
2021-02-01,2021,2,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.348897713558586,70.68035202779184,1.3103541226200774,81.29880768225111,61.933211236971296,108.0,21.615935863079503,7.973237248629695,74.9,Fair,7075.91,1.15,1,Needs Improvement
2021-03-01,2021,3,Q1,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.95152297366703,70.63531658115784,2.289785338393253,81.51737691776862,62.98151119761432,101.0,18.540123286815145,7.302265572068858,72.47,Fair,11563.42,1.154,1,Cost Efficient
2021-04-01,2021,4,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,61.0428640615111,70.478715415593,2.778901995542783,81.10230788990346,61.72654986211567,88.0,20.6689815636233,7.026294996933952,71.1,Fair,12227.17,1.151,1,Cost Efficient
2021-05-01,2021,5,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.557597118594366,70.66291786157517,2.2369473875683146,81.84959712129573,57.906691877271584,117.0,16.94051724967565,6.638149757090584,71.9,Fair,13086.14,1.158,1,Cost Efficient
2021-06-01,2021,6,Q2,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.40475368469089,70.07383680639626,2.483939031955814,81.9811601826518,60.793404924407184,114.0,17.292650864319132,7.622073872163981,72.27,Fair,14158.45,1.17,1,Cost Efficient
2021-07-01,2021,7,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.61109713284791,70.7412239722145,2.162099611904755,82.40495095635306,60.1060877773737,92.0,14.376567081726566,6.323700414906516,71.9,Fair,9945.66,1.165,1,Cost Efficient
2021-08-01,2021,8,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.47774177222289,71.53900565229851,1.3226641064593738,81.93796555535151,61.1617909702908,114.0,16.91023636903746,7.763116731731314,75.03,Good,7539.19,1.145,1,Needs Improvement
2021-09-01,2021,9,Q3,SUP_013,Gallagher Systems,Small,Chemicals,South America,60.09718503251243,71.32388670600469,2.708698166914408,82.23342529313688,62.06902481173636,111.0,17.935465375468926,7.167760611504919,71.6,Fair,15033.27,1.153,1,Cost Efficient
